timestamp,plant_id,sector_id,equipment_type,panel_id,component_id,thermal_point_id,component_type,temperature_max_c,temperature_average_c,ambient_temperature_c,reference_temperature_c,delta_t_c,current_a,load_percent,emissivity,signal_quality,communication_state,operating_state,failure_mode,anomaly_active,maintenance_required,failure_within_24h,failure_within_7d,episode_id,hours_to_event
2026-08-29T07:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,29.362,28.698,24.118,34.599,-5.238,60.024,74.962,0.942,0.964,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T07:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,30.759,29.92,24.978,34.602,-3.843,62.838,78.806,0.936,0.975,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T08:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,31.417,30.401,25.196,35.17,-3.754,60.07,72.317,0.924,0.95,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T08:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,31.863,30.563,25.754,34.918,-3.056,63.485,79.326,0.926,0.971,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T09:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,32.299,31.751,26.234,34.988,-2.688,65.11,78.98,0.927,0.939,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T09:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,33.13,32.148,26.234,35.05,-1.92,61.84,78.626,0.922,0.959,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T10:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,33.767,32.772,27.178,34.962,-1.195,65.536,79.803,0.937,0.961,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T10:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,34.49,33.985,27.448,35.173,-0.683,73.023,90.171,0.944,0.965,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T11:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,34.523,34.008,27.108,34.889,-0.366,61.102,76.772,0.935,0.976,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T11:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.079,34.528,27.667,35.201,-0.122,71.953,89.224,0.928,0.98,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T12:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,34.953,33.983,27.254,34.895,0.057,65.405,80.728,0.921,0.966,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T12:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.553,34.207,28.252,35.256,0.296,63.834,80.465,0.927,0.976,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T13:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.631,35.033,28.09,35.085,0.546,63.1,79.29,0.93,0.977,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T13:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.136,35.278,28.512,35.101,1.034,72.567,92.144,0.927,0.963,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T14:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.009,34.715,28.32,34.634,1.374,71.33,89.504,0.924,0.969,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T14:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.954,34.731,28.373,34.936,1.018,65.834,81.104,0.922,0.973,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T15:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.238,35.331,28.494,35.211,1.027,69.103,88.155,0.924,0.977,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T15:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.819,36.171,27.949,35.162,1.657,78.241,96.732,0.939,0.963,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T16:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.544,35.22,27.89,34.92,1.624,68.049,86.27,0.924,0.966,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T16:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.618,36.029,27.387,35.22,1.398,68.827,84.675,0.912,0.995,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T17:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.663,35.499,27.323,34.73,1.933,71.381,88.83,0.926,0.964,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T17:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,36.303,35.651,27.365,35.071,1.232,63.12,76.491,0.948,0.972,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T18:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.577,34.824,26.864,34.943,0.634,61.409,77.47,0.942,0.993,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T18:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,35.469,34.919,26.211,34.945,0.524,61.451,75.559,0.939,0.992,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T19:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,34.905,33.727,26.575,34.983,-0.078,67.854,85.211,0.938,0.982,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T19:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,34.682,33.53,25.993,34.693,-0.011,65.671,81.141,0.928,0.978,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T20:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,33.889,33.238,25.205,35.048,-1.159,60.54,74.575,0.939,0.99,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T20:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,33.767,32.647,24.925,34.82,-1.053,68.608,85.422,0.925,0.974,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T21:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,33.045,32.094,24.159,34.834,-1.789,52.856,66.395,0.916,0.977,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T21:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,32.743,31.58,24.071,34.655,-1.913,60.679,75.366,0.918,0.955,ONLINE,RUNNING,NONE,False,False,False,True,,
2026-08-29T22:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,29.914,28.682,23.813,35.161,-5.247,6.33,7.947,0.929,0.989,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-29T22:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.213,26.931,23.453,34.795,-6.583,1.727,2.172,0.934,0.959,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-29T23:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.189,26.458,23.117,35.056,-7.866,6.445,8.091,0.92,0.992,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-29T23:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,25.679,24.405,22.837,34.76,-9.081,2.97,3.652,0.926,0.966,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T00:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,24.927,23.844,22.574,34.847,-9.92,2.12,2.588,0.932,0.968,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T00:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,24.295,23.105,21.733,34.84,-10.545,2.494,3.214,0.941,0.995,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T01:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.882,23.205,22.415,34.702,-10.819,3.57,4.476,0.925,0.982,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T01:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.906,23.336,22.464,34.473,-10.567,6.178,7.818,0.928,0.982,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T02:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.665,22.371,22.138,34.895,-11.229,4.547,5.84,0.928,0.949,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T02:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.388,22.213,22.009,34.728,-11.34,5.12,6.252,0.929,0.969,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T03:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,22.921,21.551,22.378,34.928,-12.007,5.767,7.201,0.935,0.975,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T03:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,22.995,22.201,22.149,34.761,-11.767,6.859,8.62,0.922,0.97,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T04:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,22.948,22.202,22.462,34.688,-11.74,8.856,11.063,0.94,0.956,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T04:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,22.721,21.33,22.803,34.688,-11.967,4.16,5.292,0.933,0.965,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T05:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.166,22.068,23.069,34.832,-11.666,6.949,8.622,0.94,0.946,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T05:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.526,22.584,23.803,34.754,-11.228,5.396,6.722,0.935,0.995,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T06:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.977,22.975,23.375,35.024,-11.047,1.186,1.529,0.935,0.958,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T06:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,23.943,23.201,23.774,34.896,-10.953,3.038,3.698,0.923,0.969,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T07:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,24.307,23.486,24.012,34.744,-10.437,7.766,9.463,0.933,0.969,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T07:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,24.839,23.492,24.74,35.058,-10.219,2.427,3.064,0.925,0.974,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T08:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,24.916,24.058,25.245,34.908,-9.993,3.386,4.324,0.926,0.966,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T08:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,25.253,24.635,25.57,34.816,-9.563,6.893,8.476,0.929,0.974,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T09:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,25.718,24.968,25.828,34.729,-9.011,5.849,7.372,0.928,0.975,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T09:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,25.941,24.702,26.402,35.29,-9.349,7.651,9.548,0.899,0.955,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T10:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.282,25.675,26.787,35.089,-8.807,5.644,7.099,0.924,0.956,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T10:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.36,25.331,26.918,35.089,-8.729,7.012,8.845,0.927,0.972,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T11:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.608,26.574,27.723,34.997,-7.389,8.986,11.33,0.916,0.99,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T11:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.612,26.728,27.834,35.315,-7.703,0.0,0.0,0.927,0.965,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T12:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.752,26.919,27.996,34.951,-7.199,2.724,3.52,0.936,0.993,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T12:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.806,26.945,27.914,35.417,-7.612,5.085,6.324,0.94,0.975,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T13:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.991,27.167,28.464,35.004,-7.013,0.38,0.48,0.921,0.937,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T13:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.35,27.348,28.189,35.219,-6.869,4.417,5.36,0.918,0.959,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T14:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.317,27.481,27.989,34.968,-6.651,3.421,4.25,0.94,0.995,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T14:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.485,27.342,28.061,35.228,-6.743,2.565,3.225,0.923,0.958,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T15:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.595,27.389,28.278,35.22,-6.624,4.681,5.795,0.928,0.993,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T15:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.659,27.824,27.93,35.19,-6.531,5.679,6.881,0.942,0.965,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T16:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.635,27.956,28.76,34.932,-6.297,1.656,2.139,0.938,0.977,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T16:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.753,28.138,28.006,35.197,-6.444,4.095,5.107,0.94,0.99,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T17:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.446,27.769,27.364,35.06,-6.615,4.684,5.926,0.93,0.973,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T17:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,28.411,27.69,27.246,35.366,-6.955,6.449,7.959,0.942,0.993,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T18:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,27.856,26.617,26.65,34.909,-7.053,5.009,6.224,0.937,0.97,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T18:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.982,26.157,25.806,35.041,-8.059,3.914,4.75,0.935,0.941,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T19:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.904,25.587,25.788,34.844,-7.94,4.447,5.568,0.916,0.959,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T19:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.449,25.561,25.709,34.877,-8.428,4.683,5.792,0.929,0.979,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T20:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.169,25.357,25.625,35.126,-8.957,1.752,2.257,0.927,0.976,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T20:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.452,25.582,24.924,34.721,-8.269,6.112,7.566,0.913,0.987,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T21:00:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,25.943,24.683,24.495,34.952,-9.009,1.374,1.772,0.94,0.972,ONLINE,OFF,NONE,False,False,False,True,,
2026-08-30T21:30:00.000000Z,SYNTHETIC-DEMO-RESERVED,DEMO-SEC-01,GPMS_DEMO,DEMO-PNL-001,DEMO-CMP-001,TP-001,CIRCUIT_BREAKER,26.111,24.929,24.081,34.911,-8.8,7.118,8.647,0.933,0.949,ONLINE,OFF,NONE,False,False,False,True,,
